Pokemon,Pokeball,HP%,Status,Noise,Catch_Rate,Weight,Type,Success_Rate,Avg_Capture_Probability,Std_Capture_Probability,Attempts
snorlax,pokeball,80,PARALYSIS,0.15,25,1014.1,"NORMAL, NONE",0.05,0.07,0.008,20
snorlax,pokeball,80,SLEEP,0.0,25,1014.1,"NORMAL, NONE",0.1,0.09,0.0,20
snorlax,pokeball,80,SLEEP,0.05,25,1014.1,"NORMAL, NONE",0.1,0.09,0.005,20
snorlax,pokeball,80,SLEEP,0.1,25,1014.1,"NORMAL, NONE",0.05,0.09,0.01,20
snorlax,pokeball,80,SLEEP,0.15,25,1014.1,"NORMAL, NONE",0.2,0.1,0.017,20
snorlax,pokeball,89,NONE,0.0,25,1014.1,"NORMAL, NONE",0.0,0.04,0.0,20
snorlax,pokeball,89,NONE,0.05,25,1014.1,"NORMAL, NONE",0.1,0.04,0.002,20
snorlax,pokeball,89,NONE,0.1,25,1014.1,"NORMAL, NONE",0.05,0.04,0.005,20
snorlax,pokeball,89,NONE,0.15,25,1014.1,"NORMAL, NONE",0.1,0.04,0.005,20
snorlax,pokeball,89,PARALYSIS,0.0,25,1014.1,"NORMAL, NONE",0.05,0.06,0.0,20
snorlax,pokeball,89,PARALYSIS,0.05,25,1014.1,"NORMAL, NONE",0.05,0.06,0.002,20
snorlax,pokeball,89,PARALYSIS,0.1,25,1014.1,"NORMAL, NONE",0.1,0.06,0.002,20
snorlax,pokeball,89,PARALYSIS,0.15,25,1014.1,"NORMAL, NONE",0.05,0.06,0.011,20
snorlax,pokeball,89,SLEEP,0.0,25,1014.1,"NORMAL, NONE",0.2,0.08,0.0,20
snorlax,pokeball,89,SLEEP,0.05,25,1014.1,"NORMAL, NONE",0.0,0.08,0.004,20
snorlax,pokeball,89,SLEEP,0.1,25,1014.1,"NORMAL, NONE",0.05,0.08,0.007,20
snorlax,pokeball,89,SLEEP,0.15,25,1014.1,"NORMAL, NONE",0.15,0.08,0.013,20
snorlax,pokeball,90,NONE,0.0,25,1014.1,"NORMAL, NONE",0.0,0.04,0.0,10
snorlax,pokeball,90,NONE,0.05,25,1014.1,"NORMAL, NONE",0.0,0.04,0.002,10
snorlax,pokeball,90,NONE,0.1,25,1014.1,"NORMAL, NONE",0.0,0.04,0.005,10
snorlax,pokeball,90,NONE,0.15,25,1014.1,"NORMAL, NONE",0.0,0.04,0.005,10
snorlax,pokeball,90,PARALYSIS,0.0,25,1014.1,"NORMAL, NONE",0.1,0.06,0.0,10
snorlax,pokeball,90,PARALYSIS,0.05,25,1014.1,"NORMAL, NONE",0.0,0.06,0.003,10
snorlax,pokeball,90,PARALYSIS,0.1,25,1014.1,"NORMAL, NONE",0.0,0.06,0.006,10
snorlax,pokeball,90,PARALYSIS,0.15,25,1014.1,"NORMAL, NONE",0.0,0.06,0.011,10
snorlax,pokeball,90,SLEEP,0.0,25,1014.1,"NORMAL, NONE",0.0,0.08,0.0,10
snorlax,pokeball,90,SLEEP,0.05,25,1014.1,"NORMAL, NONE",0.0,0.08,0.003,10
snorlax,pokeball,90,SLEEP,0.1,25,1014.1,"NORMAL, NONE",0.0,0.08,0.011,10
snorlax,pokeball,90,SLEEP,0.15,25,1014.1,"NORMAL, NONE",0.1,0.08,0.018,10
snorlax,pokeball,100,NONE,0.0,25,1014.1,"NORMAL, NONE",0.03,0.03,0.0,30
snorlax,pokeball,100,NONE,0.05,25,1014.1,"NORMAL, NONE",0.0,0.03,0.001,30
snorlax,pokeball,100,NONE,0.1,25,1014.1,"NORMAL, NONE",0.03,0.03,0.004,30
snorlax,pokeball,100,NONE,0.15,25,1014.1,"NORMAL, NONE",0.03,0.03,0.005,30
snorlax,pokeball,100,PARALYSIS,0.0,25,1014.1,"NORMAL, NONE",0.07,0.05,0.0,30
snorlax,pokeball,100,PARALYSIS,0.05,25,1014.1,"NORMAL, NONE",0.07,0.05,0.002,30
snorlax,pokeball,100,PARALYSIS,0.1,25,1014.1,"NORMAL, NONE",0.07,0.05,0.006,30
snorlax,pokeball,100,PARALYSIS,0.15,25,1014.1,"NORMAL, NONE",0.03,0.05,0.007,30
snorlax,pokeball,100,SLEEP,0.0,25,1014.1,"NORMAL, NONE",0.07,0.07,0.0,30
snorlax,pokeball,100,SLEEP,0.05,25,1014.1,"NORMAL, NONE",0.03,0.07,0.003,30
snorlax,pokeball,100,SLEEP,0.1,25,1014.1,"NORMAL, NONE",0.1,0.07,0.006,30
snorlax,pokeball,100,SLEEP,0.15,25,1014.1,"NORMAL, NONE",0.07,0.06,0.009,30
